"id"|"name"|"description"|"genre"|"image"|"actors"|"country"|"language"|"runtime"|"year"
"2840"|"Agent Cody Banks 2: Destination London"|"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain."|"Action, Adventure, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMjE4NDg4MDgxNF5BMl5BanBnXkFtZTcwMTc3NTQyMQ@@._V1_SX300.jpg"|"Frankie Muniz, Anthony Anderson, Hannah Spearritt, Cynthia Stevenson"|"USA"|"English"|"100 min"|2004
"2841"|"The Tigger Movie"|"Tigger goes looking through the hundred-acre-wood to find his family."|"Animation, Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTY2NzE3MzE5NV5BMl5BanBnXkFtZTcwNzkxMjgxMQ@@._V1_SX300.jpg"|"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler"|"USA, Japan"|"English"|"77 min"|2000
"2842"|"Forget Paris"|"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in ..."|"Comedy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTQ4MjUyOTc2Ml5BMl5BanBnXkFtZTcwNzYzMDcxMQ@@._V1_SX300.jpg"|"Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson"|"USA"|"English"|"101 min"|1995
"2843"|"Bright Young Things"|"An adaptation of Evelyn Waugh's novel \"Vile Bodies,\" is a look into the lives of a young novelist, his would-be lover, and a host of young people who beautified London in the 1930s."|"Comedy, Drama, War"|"http://ia.media-imdb.com/images/M/MV5BMTkxNzQ0MTAxNV5BMl5BanBnXkFtZTcwNDg0OTYyMQ@@._V1_SX300.jpg"|"Simon McBurney, Michael Sheen, Emily Mortimer, James McAvoy"|"UK"|"English"|"102 min"|2003
"2844"|"Rory O'Shea Was Here"|"When the kinetic Rory moves into his room in the Carrigmore Residential Home for the Disabled, his effect on the home is immediate. Most telling is his friendship with Michael, a young man with cerebral palsy and nearly unintelligible speech. Somehow, Rory understands Michael, and encourages him to experience life outside the confines of home."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTkxNDk5Njc5NF5BMl5BanBnXkFtZTcwMDc1MDgyMQ@@._V1_SX300.jpg"|"Steven Robertson, Alan King, Brenda Fricker, Ruth McCabe"|"UK, Ireland, France"|"English"|"104 min"|2004
"2845"|"Eddie and the Cruisers"|"A television newswoman picks up the story of a 1960s rock band whose long-lost leader - Eddie Wilson - may still be alive, while searching for the missing tapes of the band's never-released album."|"Drama, Mystery, Music"|"http://ia.media-imdb.com/images/M/MV5BMTI0OTI0MDM4Nl5BMl5BanBnXkFtZTYwMjgxNTg5._V1_SX300.jpg"|"Tom Berenger, Michael Paré, Joe Pantoliano, Matthew Laurance"|"USA"|"English"|"95 min"|1983
"2846"|"The Cookout"|"When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque ..."|"Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTc0MzYyNzQ5Ml5BMl5BanBnXkFtZTcwNjMwMzYyMQ@@._V1_SX300.jpg"|"Ja Rule, Tim Meadows, Jenifer Lewis, Quran Pender"|"USA"|"English"|"97 min"|2004
"2847"|"Kill by Inches"|"An anxious young tailor dominated by his father, a master of the craft, is eager to do well with his clients; but his inadequacy in measuring leaves him frustrated and humiliated. His ..."|"Horror, Thriller, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMjE4MTg5MTkxMF5BMl5BanBnXkFtZTcwMTI4ODIyMQ@@._V1_SX300.jpg"|"Emmanuel Salinger, Myriam Cyr, Marcus Powell, Christopher Zach"|"USA"|"English"|"80 min"|1999
"2848"|"The Life & Death of Peter Sellers"|"The feature adaptation of Roger Lewis' book about the actor best remembered as Inspector Clouseau in the Pink Panther movies."|"Biography, Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTI2NTA1NTAxOV5BMl5BanBnXkFtZTcwODIzMzcyMQ@@._V1_SX300.jpg"|"Geoffrey Rush, Charlize Theron, Emily Watson, John Lithgow"|"USA, UK"|"English"|"122 min"|2004
"2849"|"The Hunchback of Notre Dame II"|"Quasimodo goes into action when a magician seeks to steal one of the bells of Notre Dame."|"Animation, Adventure, Family"|"http://ia.media-imdb.com/images/M/MV5BMTM4MTcxNTA4M15BMl5BanBnXkFtZTcwNzYwNzcxMQ@@._V1_SX300.jpg"|"Jason Alexander, Jennifer Love Hewitt, Tom Hulce, Paul Kandel"|"USA"|"English"|"68 min"|2002
"2850"|"Dangerous Ground"|"Rough city cop Jim Wilson is disciplined by his captain and is sent upstate, to a snowy mountain town, to help the local sheriff solve a murder case."|"Crime, Drama, Film-Noir"|"http://ia.media-imdb.com/images/M/MV5BMjA2MzExOTcwNl5BMl5BanBnXkFtZTcwMzk0NDQzMQ@@._V1_SX300.jpg"|"Ida Lupino, Robert Ryan, Ward Bond, Charles Kemper"|"USA"|"English"|"82 min"|1951
"2851"|"Around the World in 80 Days"|"A bet pits a British inventor, a Chinese thief, and a French artist on a worldwide adventure that they can circle the globe in 80 days."|"Action, Adventure, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_SX300.jpg"|"Jackie Chan, Steve Coogan, Cécile De France, Robert Fyfe"|"USA, Germany, Ireland, UK"|"German, Hindi, Cantonese, English, French, Turkish"|"120 min"|2004
"2852"|"Thunderheart"|"A young mixed-blood FBI agent is assigned to work with a cynical veteran investigator on a murder on a poverty-stricken Sioux reservation."|"Crime, Mystery, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTM0MDE2MTE4Nl5BMl5BanBnXkFtZTcwNzgzODUyMQ@@._V1_SX300.jpg"|"Val Kilmer, Sam Shepard, Graham Greene, Fred Ward"|"USA"|"Sioux, English"|"119 min"|1992
"2853"|"The Santa Clause 2"|"Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesn't find a Mrs. Claus."|"Comedy, Family, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMjA3OTg1MDQxOF5BMl5BanBnXkFtZTcwMzc0MjAwMQ@@._V1_SX300.jpg"|"Tim Allen, Elizabeth Mitchell, David Krumholtz, Eric Lloyd"|"USA"|"English"|"104 min"|2002
"2854"|"Friday Night Lights"|"Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers."|"Action, Drama, Sport"|"http://ia.media-imdb.com/images/M/MV5BMTcxMDI5MTM4Ml5BMl5BanBnXkFtZTcwNjA4MDcyMQ@@._V1_SX300.jpg"|"Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke"|"USA"|"English"|"118 min"|2004
"2855"|"Scrooge"|"A musical retelling of Charles Dickens' classic novel about an old bitter miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions."|"Drama, Family, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTk3NTMyNTU3MV5BMl5BanBnXkFtZTcwODU3MDcyMQ@@._V1_SX300.jpg"|"Albert Finney, Edith Evans, Kenneth More, Laurence Naismith"|"UK"|"English"|"113 min"|1970
"2856"|"To End All Wars"|"A true story about four Allied POWs who endure harsh treatment from their Japanese captors during World War II while being forced to build a railroad through the Burmese jungle. Ultimately ..."|"Action, Drama, War"|"http://ia.media-imdb.com/images/M/MV5BMjAyMDMxMTExOV5BMl5BanBnXkFtZTcwNzEwMjYyMQ@@._V1_SX300.jpg"|"Ciarán McMenamin, Robert Carlyle, Kiefer Sutherland, Mark Strong"|"USA"|"English, Japanese"|"117 min"|2001
"2857"|"White Noise"|"An architect's desire to speak with his wife from beyond the grave, becomes an obsession with supernatural repercussions."|"Drama, Horror, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTc1OTA0NDQ1NV5BMl5BanBnXkFtZTcwNzM4Mjk2MQ@@._V1_SX300.jpg"|"Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice"|"UK, Canada, USA"|"English"|"101 min"|2005
"2858"|"The Great Mouse Detective"|"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy-maker and uncovers its link to his arch-enemy, Professor Ratigan."|"Animation, Adventure, Family"|"http://ia.media-imdb.com/images/M/MV5BMTUxNjY5MjU1MV5BMl5BanBnXkFtZTYwNjg2MzI5._V1_SX300.jpg"|"Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek"|"USA"|"English, French, German, Italian"|"74 min"|1986
"2859"|"The Rutles"|"Twenty-three years after the release of the original Rutles documentary, famous artists, actors and musicians speak out on how the Rutles influenced them."|"Comedy"|"http://ia.media-imdb.com/images/M/MV5BMjA1NDI3OTYyOV5BMl5BanBnXkFtZTcwNTIxNzcyMQ@@._V1_SX300.jpg"|"Eric Idle, Neil Innes, Ricky Fataar, David Bowie"|"UK"|"English"|"84 min"|2004
"2860"|"The Pink Panther Strikes Again"|"Charles Dreyfus threatens to destroy the world with a doomsday device if Inspector Clouseau is not killed. Naturally, this is far harder than it sounds."|"Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTk5NTkzMzgwOV5BMl5BanBnXkFtZTYwNzQ4MDM5._V1_SX300.jpg"|"Peter Sellers, Herbert Lom, Lesley-Anne Down, Burt Kwouk"|"UK, USA"|"English"|"103 min"|1976
"2861"|"See No Evil"|"Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening."|"Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMjAzOTE3MjE1NF5BMl5BanBnXkFtZTcwMTExODkxMQ@@._V1_SX300.jpg"|"Richard Pryor, Gene Wilder, Joan Severance, Kevin Spacey"|"USA"|"English"|"103 min"|1989
"2862"|"Jeepers Creepers 2"|"N/A"|"Documentary, Short"|"N/A"|"Nicki Aycox, Drew Tyler Bell, Jonathan Breck, Billy Aaron Brown"|"USA"|"English"|"40 min"|2003
"2863"|"House of Wax"|"A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit."|"Horror"|"http://ia.media-imdb.com/images/M/MV5BNDA4Nzg1NjQ2NV5BMl5BanBnXkFtZTcwMDYwNTgyMQ@@._V1_SX300.jpg"|"Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton"|"Australia, USA"|"English"|"108 min"|2005
"2864"|"The Woodsman"|"A child molester returns to his hometown after 12 years in prison and attempts to start a new life."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTk2NDI1NjM2OV5BMl5BanBnXkFtZTcwMjIzMTg4NA@@._V1_SX300.jpg"|"Kevin Bacon, David Alan Grier, Eve, Kyra Sedgwick"|"USA"|"English"|"87 min"|2004
"2865"|"Dear Frankie"|"After having responded to her son's numerous letters in the guise of his father, a woman hires a stranger to pose as his dad when meeting him."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMjE4ODgwMjI5N15BMl5BanBnXkFtZTcwODMxMTcyMQ@@._V1_SX300.jpg"|"Emily Mortimer, Jack McElhone, Mary Riggans, Sharon Small"|"UK"|"English, British Sign Language"|"105 min"|2004
"2866"|"Eddie Izzard: Circle"|"Town Hall, New York City, 26 June 2000. An evening with Eddie Izzard in which he moves back and forth in time, with religion as the loose but constant theme. He begins with Pope John Paul ..."|"Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTQ0NTgyMTAyNl5BMl5BanBnXkFtZTcwMDA1NzAyMQ@@._V1_SX300.jpg"|"Eddie Izzard"|"UK"|"English"|"82 min"|2002
"2867"|"Suspect Zero"|"A mysterious serial killer is hunting other serial killers - and one FBI agent suspects there may be more to the vigilante than they imagine."|"Crime, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTIxMTA5ODQ1N15BMl5BanBnXkFtZTcwMDUyMzYyMQ@@._V1_SX300.jpg"|"Aaron Eckhart, Ben Kingsley, Carrie-Anne Moss, Harry Lennix"|"USA, UK, Germany"|"English"|"99 min"|2004
"2868"|"Richard Pryor: Here and Now"|"Part live stand-up performance, part documentary, this film is one of comedian Richard Pryor's later stand-up performances. As foul-mouthed as ever, Pryor touches on most of the same topics as in his previous live shows."|"Comedy, Documentary"|"http://ia.media-imdb.com/images/M/MV5BMTI0NzMyNDkzMl5BMl5BanBnXkFtZTcwODQ1MDEyMQ@@._V1_SX300.jpg"|"Richard Pryor"|"USA"|"English"|"83 min"|1983
"2869"|"Daddy and Them"|"Dark comedy where a married couple comes to the aid of a jailed uncle."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTI2MjM5ODkxMl5BMl5BanBnXkFtZTcwODk2NDQyMQ@@._V1_SX300.jpg"|"Billy Bob Thornton, Laura Dern, Diane Ladd, Kelly Preston"|"USA"|"English"|"101 min"|2001
"2870"|"Stalingrad"|"A depiction of the brutal battle of Stalingrad, the Third Reich's 'high water mark', as seen through the eyes of German officer Hans von Witzland and his battalion."|"Drama, War"|"http://ia.media-imdb.com/images/M/MV5BMTk2NDA1ODExMV5BMl5BanBnXkFtZTcwNDc1NDMzMQ@@._V1_SX300.jpg"|"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph"|"Germany"|"German, Russian"|"134 min"|1993
"2871"|"Jingle All the Way"|"A father vows to get his son a Turbo Man action figure for Christmas, however, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one."|"Comedy, Family"|"http://ia.media-imdb.com/images/M/MV5BMTE5OTYzMzc0MV5BMl5BanBnXkFtZTcwNjQ0NTI1MQ@@._V1_SX300.jpg"|"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson"|"USA"|"English"|"89 min"|1996
"2872"|"Taken"|"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."|"Action, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SX300.jpg"|"Liam Neeson, Maggie Grace, Leland Orser, Jon Gries"|"France"|"English, French, Albanian, Arabic"|"93 min"|2008
"2873"|"The Lawnmower Man"|"A simple man is turned into a genius through the application of computer science."|"Horror, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTk2ODExODIwM15BMl5BanBnXkFtZTgwODUyMDY0MDE@._V1_SX300.jpg"|"Jeff Fahey, Pierce Brosnan, Jenny Wright, Mark Bringelson"|"UK, USA, Japan"|"English"|"108 min"|1992
"2874"|"Police Academy 3: Back in Training"|"The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure."|"Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTM3ODI1NzI1OF5BMl5BanBnXkFtZTYwODE5MzA5._V1_SX300.jpg"|"Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow"|"USA"|"English"|"83 min"|1986
"2875"|"Silver City"|"The discovery of a corpse threatens to unravel a bumbling local politician's campaign for governor of Colorado."|"Comedy, Drama, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTgzMjU2MTc4OV5BMl5BanBnXkFtZTcwOTc0ODYyMQ@@._V1_SX300.jpg"|"Chris Cooper, Richard Dreyfuss, Cajardo Lindsey, John C. Ashton"|"USA"|"English, Spanish"|"128 min"|2004
"2876"|"The Many Adventures of Winnie the Pooh"|"A collection of animated shorts based on the stories and characters by A. A. Milne."|"Animation, Comedy, Family"|"http://ia.media-imdb.com/images/M/MV5BMTY3OTkyMzYwNV5BMl5BanBnXkFtZTcwMzkzODU0MQ@@._V1_SX300.jpg"|"Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris"|"USA"|"English"|"74 min"|1977
"2877"|"Enduring Love"|"Two strangers become dangerously close after witnessing a deadly accident."|"Drama, Mystery, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTIxNzU5MzE1N15BMl5BanBnXkFtZTYwMDE1MjY3._V1_SX300.jpg"|"Daniel Craig, Samantha Morton, Bill Weston, Jeremy McCurdie"|"UK"|"English"|"100 min"|2004
"2878"|"Ordinary Decent Criminal"|"Brilliant, flamboyant master criminal Michael Lynch is more interested in his image and his posterity than the actual profit from his ill-gotten gains."|"Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTk1MjUzNzQ2NF5BMl5BanBnXkFtZTcwNjcyNDMzMQ@@._V1_SX300.jpg"|"Kevin Spacey, Linda Fiorentino, Peter Mullan, Stephen Dillane"|"Ireland, Germany, UK, USA"|"English"|"93 min"|2000
"2879"|"The Pact"|"As a woman struggles to come to grips with her past in the wake of her mother's death and the disappearance of her sister, an unsettling presence emerges in her childhood home."|"Horror, Mystery, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTU1NDI4ODA4N15BMl5BanBnXkFtZTcwNDMyMzk4Nw@@._V1_SX300.jpg"|"Caity Lotz, Kathleen Rose Perkins, Haley Hudson, Sam Ball"|"USA"|"English"|"89 min"|2012
"2880"|"The Fisher King"|"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTkwMjQ3ODY2OV5BMl5BanBnXkFtZTcwNzMwOTc0NA@@._V1_SX300.jpg"|"Jeff Bridges, Adam Bryant, Paul Lombardi, David Hyde Pierce"|"USA"|"English"|"137 min"|1991
"2881"|"Love Liza"|"Following the unexplained suicide of his wife Liza, a web designer turns to gasoline fumes and remote-control airplanes while avoiding an inevitable conflict with his mother-in-law."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTI5NTYxNTEzNV5BMl5BanBnXkFtZTYwNjY3MTg5._V1_SX300.jpg"|"Philip Seymour Hoffman, J.D. Walsh, Jimmy Raskin, Kathy Bates"|"France, Germany, USA"|"English"|"90 min"|2002
"2882"|"Family of Cops"|"A police detective's oversexed daughter is charged with murder when someone kills the wealthy married man she slept with."|"Drama, Thriller, Action"|"http://ia.media-imdb.com/images/M/MV5BMTkxNTc4NTcwOF5BMl5BanBnXkFtZTYwNzc4ODI5._V1_SX300.jpg"|"Charles Bronson, Angela Featherstone, Sebastian Spence, Kate Trotter"|"Canada, USA"|"English"|"90 min"|1995
"2883"|"Saints and Soldiers"|"Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre."|"Action, Adventure, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjA5NDEyNjg3NV5BMl5BanBnXkFtZTYwNDMyMjk2._V1_SX300.jpg"|"Corbin Allred, Alexander Polinsky, Kirby Heyborne, Larry Bagby"|"USA"|"English, German"|"90 min"|2003
"2884"|"SpongeBob SquarePants: The Movie"|"SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown."|"Animation, Adventure, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTU4OTg2NzA0Nl5BMl5BanBnXkFtZTcwODEwMDgyMQ@@._V1_SX300.jpg"|"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke"|"USA"|"English"|"87 min"|2004
"2885"|"The Blue Lagoon"|"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene."|"Adventure, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMjA0MTE3MjU4NF5BMl5BanBnXkFtZTYwNDI0MTg4._V1_SX300.jpg"|"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels"|"USA"|"English"|"104 min"|1980
"2886"|"Notorious C.H.O."|"A film of Margaret Cho's one-woman stand-up show, in which she presents her take on modern sexual topics and minority issues."|"Documentary, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTk1OTQ4OTA3NV5BMl5BanBnXkFtZTcwOTQyNTEyMQ@@._V1_SX300.jpg"|"Margaret Cho"|"USA"|"English"|"95 min"|2002
"2887"|"Novocaine"|"A dentist finds himself a murder suspect after a sexy patient seduces him & steals all of the drugs from his practice."|"Comedy, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTI1MDQzNTM0NV5BMl5BanBnXkFtZTcwNDUxNTMyMQ@@._V1_SX300.jpg"|"Chelcie Ross, Steve Martin, Laura Dern, Lynne Thigpen"|"USA"|"French, English"|"95 min"|2001
"2888"|"Dick"|"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet."|"Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMjE2NzE5MDI4NV5BMl5BanBnXkFtZTcwODYxOTYzMQ@@._V1_SX300.jpg"|"Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins"|"USA"|"English, Spanish"|"90 min"|2005
"2889"|"Dr. Seuss' The Cat in the Hat"|"N/A"|"Animation, Short"|"N/A"|"N/A"|"USA"|"English"|"30 min"|2012
"2890"|"My Neighbor Totoro"|"When two girls move to the country to be near their ailing mother, they have adventures with the wonderous forest spirits who live nearby."|"Animation, Family, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMjE3NzY5ODQwMV5BMl5BanBnXkFtZTcwNzY1NzcxNw@@._V1_SX300.jpg"|"Chika Sakamoto, Hitoshi Takagi, Noriko Hidaka, Shigesato Itoi"|"Japan"|"Japanese"|"86 min"|1988
"2891"|"The Wiggles: Space Dancing"|"The Wiggles blast off on their greatest adventure yet, encountering great friends along the way..."|"Family, Animation, Comedy"|"N/A"|"Greg Page, Anthony Field, Murray Cook, Jeff Fatt"|"Australia"|"N/A"|"46 min"|2003
"2892"|"The Lizzie McGuire Movie"|"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true."|"Adventure, Comedy, Family"|"http://ia.media-imdb.com/images/M/MV5BMTMzNDg1NDc0NF5BMl5BanBnXkFtZTYwOTY2OTU3._V1_SX300.jpg"|"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine"|"USA"|"English, Italian"|"94 min"|2003
"2893"|"Romeo & Juliet"|"Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTI2ODc3NDI4OV5BMl5BanBnXkFtZTYwMTY1MjQ5._V1._CR1,1,341,448_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg"|"Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau"|"USA"|"English"|"120 min"|1996
"2894"|"Mighty Morphin Power Rangers: The Movie"|"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea."|"Action, Adventure, Family"|"http://ia.media-imdb.com/images/M/MV5BMTc3NDc4MjU2NV5BMl5BanBnXkFtZTcwNzY4NjUyMQ@@._V1_SX300.jpg"|"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank"|"USA, Japan, Australia"|"English"|"95 min"|1995
"2895"|"Ninja Scroll"|"A mysterious vagabond sets out on a journey to confront his past. Little does he know he is up against a demonic force of killers, with a ghost from his past as the leader."|"Animation, Action, Adventure"|"http://ia.media-imdb.com/images/M/MV5BMTY1NDk5OTMxOV5BMl5BanBnXkFtZTcwODM4MzUyMQ@@._V1_SX300.jpg"|"Stephen Apostolina, Dean Wein, Wendee Lee, Richard Epcar"|"Japan"|"Japanese"|"94 min"|1993
"2896"|"To Wong Foo"|"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjEyNzgxNTk0OF5BMl5BanBnXkFtZTcwOTAzNjgyMQ@@._V1._CR2,3,261,413_SX89_AL_.jpg_V1_SX300.jpg"|"Wesley Snipes, Patrick Swayze, John Leguizamo, Stockard Channing"|"USA"|"English, French, Italian"|"109 min"|1995
"2897"|"White Fang"|"Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him."|"Adventure, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTUxNDAzNjA4OF5BMl5BanBnXkFtZTcwMjY5MTkxMQ@@._V1_SX300.jpg"|"Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan"|"USA"|"English"|"107 min"|1991
"2898"|"Aladdin and the King of Thieves"|"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin."|"Animation, Comedy, Family"|"http://ia.media-imdb.com/images/M/MV5BMTc0ODM0MjI2OV5BMl5BanBnXkFtZTcwMDAwNTcyMQ@@._V1_SX300.jpg"|"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin"|"USA"|"English"|"80 min"|1996
"2899"|"Ferngully: The Last Rainforest"|"The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus."|"Animation, Adventure, Family"|"http://ia.media-imdb.com/images/M/MV5BNDMyOTMzMjc0NV5BMl5BanBnXkFtZTcwNDc4MzEzMQ@@._V1_SX300.jpg"|"Tim Curry, Samantha Mathis, Christian Slater, Jonathan Ward"|"Australia, USA"|"English"|"76 min"|1992
"2900"|"The Super"|"Paragus tricks Vegeta into coming to a counterfeit planet called New Vegeta. Little does he know, he comes to realize that Broly is the legendary super saiyan that Goku (Kakarot) tries to warn him off."|"Animation, Action, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTkyMTE4ODA5OF5BMl5BanBnXkFtZTcwNzI5MDAwMQ@@._V1_SX300.jpg"|"Bin Shimada, Masako Nozawa, Ryô Horikawa, Iemasa Kayumi"|"Japan"|"Japanese"|"69 min"|1993
"2901"|"For Love or Money"|"Doug is a young man who works all day as a concierge at a luxurious hotel, saving money to make his own business. Unfortunately, when he finds the financial supporter he needs, he discovers..."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTU1NTUwNTQwM15BMl5BanBnXkFtZTcwODE4ODcxMQ@@._V1_SX300.jpg"|"Michael J. Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker"|"USA"|"English"|"96 min"|1993
"2902"|"Big Trouble in Little China"|"An All-American trucker gets dragged into a centuries-old mystical battle in Chinatown."|"Action, Adventure, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTk5MjI4MzIxMl5BMl5BanBnXkFtZTYwODU1MDQ5._V1_SX300.jpg"|"Kurt Russell, Kim Cattrall, Dennis Dun, James Hong"|"USA"|"English, Cantonese"|"99 min"|1986
"2903"|"Mortal Kombat: Annihilation"|"A group of martial arts warriors have only six days to save the Earth from an extra-dimensional invasion."|"Action, Adventure, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTI2OTYyNDk2N15BMl5BanBnXkFtZTcwMjczNTcxMQ@@._V1_SX300.jpg"|"Robin Shou, Talisa Soto, James Remar, Sandra Hess"|"USA"|"English"|"95 min"|1997
"2904"|"Spriggan"|"An elite superhuman agent must stop a foreign military unit from seizing control of an ancient artifact that holds the key to ultimate power."|"Animation, Action, Adventure"|"http://ia.media-imdb.com/images/M/MV5BMTYyNjE1MTA0OV5BMl5BanBnXkFtZTcwNDk2MDgyMQ@@._V1_SX300.jpg"|"Shotaro Morikubo, Ryuji Aigase, Takehito Koyasu, Katsumi Suzuki"|"Japan"|"Japanese"|"90 min"|1998
